Task Statement & Title	Step-by-Step Solution	Lecture	Exam Ticket
<b>Задача 3. Матричное решение линейного уравнения Беллмана</b><br><p>В среде одно состояние $s$ с переходом в себя: $\mathcal{P}(s \mid s) = 1.0$, награда $r = 6$, $\gamma = 0.75$. Найдите $V^\pi(s)$ аналитически.</p>	<p>Уравнение: $V(s) = r + \gamma V(s) \implies (1 - \gamma) V(s) = r$.</p> <p>$$ V(s) = \frac{r}{1 - \gamma} = \frac{6}{1 - 0.75} = \frac{6}{0.25} = 24.0 $$</p>	Лекция_23	Билет_22_(ч.1)_Уравнение_Беллмана
<b>Задача 4. Оценка погрешности после $k$ итераций Беллмана</b><br><p>Начальная ошибка $\|V_0 - V^*\|_\infty = 100$. Коэффициент дисконтирования $\gamma = 0.5$. Сколько итераций оператора Беллмана нужно сделать, чтобы гарантировать ошибку $\|V_k - V^*\|_\infty \le 0.1$?</p>	<p>По свойству сжатия: $\|V_k - V^*\|_\infty \le \gamma^k \|V_0 - V^*\|_\infty \le 0.1$.</p> <p>$$ 0.5^k \cdot 100 \le 0.1 \implies 0.5^k \le 0.001 \implies 2^k \ge 1000 \implies k \ge 10 $$</p> <p>Достаточно сделать 10 итераций.</p>	Лекция_23	Билет_22_(ч.1)_Уравнение_Беллмана
<b>Задача 5. Расчет Беллмана для стохастической среды</b><br><p>Действие $a$ в состоянии $s$ дает награду $r=2$. Среда с вероятностью $0.7$ переходит в $s_1$ ($V(s_1)=10$) и с вероятностью $0.3$ в $s_2$ ($V(s_2)=0$). При $\gamma = 0.9$ найдите $Q(s, a)$.</p>	<p>$$ Q(s, a) = r + \gamma \left( 0.7 \cdot V(s_1) + 0.3 \cdot V(s_2) \right) $$</p> <p>$$ Q(s, a) = 2 + 0.9 \cdot (0.7 \cdot 10 + 0.3 \cdot 0) = 2 + 0.9 \cdot 7.0 = 2 + 6.3 = 8.3 $$</p>	Лекция_23	Билет_22_(ч.1)_Уравнение_Беллмана
<b>Задача 6. Влияние сдвига наград на $V(s)$</b><br><p>Все награды в среде увеличили на константу $c$: $r' = r + c$. Как изменится истинное значение $V^\pi(s)$ для всех состояний при бесконечном горизонте?</p>	<p>$$ G'_t = \sum_{k=0}^\infty \gamma^k (r_{t+k+1} + c) = G_t + c \sum_{k=0}^\infty \gamma^k = G_t + \frac{c}{1 - \gamma} $$</p> <p>Значение $V^\pi(s)$ в каждом состоянии увеличится на строго постоянную величину $\frac{c}{1 - \gamma}$.</p>	Лекция_23	Билет_22_(ч.1)_Уравнение_Беллмана
<b>Задача 1. Расчет шага Value Iteration</b><br><p>Состояние $s$. Действие $a_1$: $r=2$, ведет в $s_1$ ($V_0(s_1)=4$). Действие $a_2$: $r=0$, ведет в $s_2$ ($V_0(s_2)=10$). При $\gamma = 0.5$ найдите $V_1(s)$.</p>	<p>$Q(s, a_1) = 2 + 0.5 \cdot 4 = 2 + 2 = 4$.</p> <p>$Q(s, a_2) = 0 + 0.5 \cdot 10 = 5$.</p> <p>$$ V_1(s) = \max(4, 5) = 5 $$</p> <p>Жадное действие: $a_2$.</p>	Лекция_24	Билет_22_(ч.2)_Value/Policy_Iteration_Монте-Карло
<b>Задача 2. Расчет First-Visit Monte Carlo</b><br><p>Сгенерирован эпизод: $s_1 \xrightarrow{r=1} s_2 \xrightarrow{r=2} s_1 \xrightarrow{r=3} s_3 \xrightarrow{r=10} \text{End}$. $\gamma = 1.0$. Найдите доход $G(s_1)$ по правилу First-Visit MC.</p>	<p>Первое посещение $s_1$ произошло на шаге 0. Доход от этого момента до конца:</p> <p>$$ G_0 = 1 + 2 + 3 + 10 = 16 $$</p> <p>(Второе посещение $s_1$ на шаге 2 с доходом $3 + 10 = 13$ игнорируется).</p>	Лекция_24	Билет_22_(ч.2)_Value/Policy_Iteration_Монте-Карло
<b>Задача 3. Оценка числа стратегий в дискретном MDP</b><br><p>Среда GridWorld $4 \times 4$ (16 клеток, 1 терминальная). В каждой клетке доступно 4 действия. Сколько всего существует различных детерминированных стратегий?</p>	<p>Число нетерминальных состояний: $|\mathcal{S}| = 15$. В каждом 4 действия.</p> <p>$$ \text{Число стратегий} = |\mathcal{A}|^{|\mathcal{S}|} = 4^{15} = 2^{30} = 1\,073\,741\,824 \approx 1.07 \times 10^9 $$</p> <p>Полный перебор невозможен, но Policy Iteration находит оптимум всего за 4–5 шагов!</p>	Лекция_24	Билет_22_(ч.2)_Value/Policy_Iteration_Монте-Карло
<b>Задача 4. Условие остановки Policy Evaluation</b><br><p>Вектор $V_k = [4.0, 5.0]$, вектор $V_{k+1} = [4.0005, 4.9998]$. Порог $\theta = 0.001$. Остановится ли алгоритм оценивания?</p>	<p>$$ \Delta = \max(|4.0005 - 4.0|, |4.9998 - 5.0|) = \max(0.0005, 0.0002) = 0.0005 $$</p> <p>Так как $\Delta = 0.0005 < \theta = 0.001$, условие остановки выполнено, алгоритм завершает фазу оценки.</p>	Лекция_24	Билет_22_(ч.2)_Value/Policy_Iteration_Монте-Карло
<b>Задача 5. Дисперсия MC vs DP на простом примере</b><br><p>Из состояния $s$ агент делает 10 шагов. На каждом шаге награда случайна: $r \in \{-1, +1\}$ с вероятностью 0.5. Чему равна дисперсия оценки дохода в MC при $\gamma=1$?</p>	<p>Доход $G = \sum_{t=1}^{10} r_t$. Дисперсия одного шага $\text{Var}(r) = 1$.</p> <p>Дисперсия суммы 10 независимых шагов: $\text{Var}(G) = 10 \times 1 = 10$.</p> <p><em>В методах Монте-Карло дисперсия накапливается линейно с ростом длины траектории.</em></p>	Лекция_24	Билет_22_(ч.2)_Value/Policy_Iteration_Монте-Карло
<b>Задача 6. Доказательство оптимальности стратегии</b><br><p>Для всех состояний $s$ выполнено: $\arg\max_a Q^\pi(s, a) = \pi(s)$. Что это означает для стратегии $\pi$?</p>	<p>Это означает, что шаг Policy Improvement оставляет стратегию неизменной: $\pi'(s) = \pi(s)$. По теореме об улучшении стратегии это необходимое и достаточное условие того, что стратегия $\pi$ является <strong>глобально оптимальной: $\pi = \pi^*$</strong>.</p>	Лекция_24	Билет_22_(ч.2)_Value/Policy_Iteration_Монте-Карло
<b>Задача 1. Ручной расчет шага Q-learning</b><br><p>Текущее $Q(s, a) = 5.0$. Агент получил награду $r = 2.0$ и перешел в $s'$, где $Q(s', a_1) = 8.0, Q(s', a_2) = 4.0$. Параметры: $\gamma = 0.5, \alpha = 0.1$. Найдите новое значение $Q(s, a)$.</p>	<p>1. TD-мишень: $y = r + \gamma \max Q(s', a') = 2.0 + 0.5 \cdot \max(8.0, 4.0) = 2.0 + 0.5 \cdot 8.0 = 6.0$.</p> <p>2. TD-ошибка: $\delta = y - Q(s, a) = 6.0 - 5.0 = 1.0$.</p> <p>3. Обновление: $Q_{\text{new}}(s, a) = 5.0 + 0.1 \cdot 1.0 = 5.1$.</p>	Лекция_25	Билет_23_TD-обучение_SARSA_Q-learning
<b>Задача 2. Ручной расчет шага SARSA</b><br><p>В тех же условиях ($Q(s, a) = 5.0, r = 2.0, \gamma=0.5, \alpha=0.1$). Агент перешел в $s'$ и по $\epsilon$-greedy стратегии случайно выбрал действие $a_2$ ($Q(s', a_2) = 4.0$). Найдите новое значение $Q(s, a)$.</p>	<p>1. TD-мишень SARSA: $y = r + \gamma Q(s', a_2) = 2.0 + 0.5 \cdot 4.0 = 4.0$.</p> <p>2. TD-ошибка: $\delta = 4.0 - 5.0 = -1.0$.</p> <p>3. Обновление: $Q_{\text{new}}(s, a) = 5.0 + 0.1 \cdot (-1.0) = 4.9$.</p> <p><em>(В Q-learning значение выросло до 5.1, а в SARSA упало до 4.9 из-за учета выбранного действия $a_2$!).</em></p>	Лекция_25	Билет_23_TD-обучение_SARSA_Q-learning
<b>Задача 3. Расчет мишени Double DQN (DDQN)</b><br><p>В состоянии $s'$ основная сеть выдает: $Q(s', a_1; \theta) = 10.0, Q(s', a_2; \theta) = 12.0$. Целевая сеть выдает: $Q(s', a_1; \theta^-) = 9.0, Q(s', a_2; \theta^-) = 5.0$. Награда $r = 1.0, \gamma = 0.9$. Найдите мишень $y$ для DQN и Double DQN.</p>	<p>1. <strong>Обычный DQN:</strong> $y = r + \gamma \max Q(s', a'; \theta^-) = 1.0 + 0.9 \cdot \max(9.0, 5.0) = 1.0 + 0.9 \cdot 9.0 = 9.1$.</p> <p>2. <strong>Double DQN:</strong></p> <ul> <li>Основная сеть выбирает действие: $a^* = \arg\max(10.0, 12.0) = a_2$.</li> <li>Целевая сеть оценивает это действие $a_2$: $Q(s', a_2; \theta^-) = 5.0$.</li> <li>$y^{\text{DDQN}} = 1.0 + 0.9 \cdot 5.0 = 1.0 + 4.5 = 5.5$.</li> </ul> <p>Double DQN предотвратил переоценку мишени с 9.1 до 5.5.</p>	Лекция_25	Билет_23_TD-обучение_SARSA_Q-learning
<b>Задача 4. Учет терминального состояния в TD-таргете</b><br><p>Агент перешел в терминальное состояние $s_{\text{term}}$ (флаг `done = True`) с наградой $r = 10.0$. Чему равна TD-мишень $y$ при любом значении $\gamma$ и любых предсказаниях сети?</p>	<p>В терминальном состоянии будущее завершено, ценность преемников строго равна 0:</p> <p>$$ y = r + \gamma \cdot 0 = 10.0 $$</p>	Лекция_25	Билет_23_TD-обучение_SARSA_Q-learning
<b>Задача 5. Разделение потоков в Dueling DQN</b><br><p>Для состояния $s$ сеть выдала $V(s) = 10.0$ и вектор преимуществ $A(s) = [2.0, 4.0, 0.0]$. Найдите итоговые Q-значения для всех трех действий.</p>	<p>Среднее преимуществ: $\bar{A} = \frac{2.0 + 4.0 + 0.0}{3} = 2.0$.</p> <p>Формула: $Q(s, a_i) = V(s) + (A(s, a_i) - \bar{A})$.</p> <ul> <li>$Q(s, a_1) = 10.0 + (2.0 - 2.0) = 10.0$.</li> <li>$Q(s, a_2) = 10.0 + (4.0 - 2.0) = 12.0$.</li> <li>$Q(s, a_3) = 10.0 + (0.0 - 2.0) = 8.0$.</li> </ul>	Лекция_25	Билет_23_TD-обучение_SARSA_Q-learning
<b>Задача 6. Мягкое обновление весов (Polyak Averaging)</b><br><p>Вместо жесткого копирования весов каждые $C$ шагов используется Polyak averaging: $\theta^- \leftarrow \tau \theta + (1-\tau) \theta^-$. Пусть $\theta^- = 10.0, \theta = 20.0, \tau = 0.01$. Найдите новое значение $\theta^-$.</p>	<p>$$ \theta^- = 0.01 \cdot 20.0 + 0.99 \cdot 10.0 = 0.2 + 9.9 = 10.1 $$</p>	Лекция_25	Билет_23_TD-обучение_SARSA_Q-learning
<b>Задача 1. Расчет градиента логарифма Softmax-стратегии</b><br><p>Два действия с логитами $z_1 = 2.0, z_2 = 0.0$. Агент выбрал действие $a_1$. Найдите вектор градиента $\frac{\partial \log \pi(a_1)}{\partial z}$ по логитам $[z_1, z_2]$.</p>	<p>1. Вероятности: $\pi(a_1) = \frac{e^2}{e^2 + e^0} = \frac{7.39}{8.39} \approx 0.88$, $\pi(a_2) \approx 0.12$.</p> <p>2. Формула производной: $\frac{\partial \log \pi(a_i)}{\partial z_j} = \mathbb{I}(i=j) - \pi(a_j)$.</p> <ul> <li>По $z_1$: $1 - \pi(a_1) = 1 - 0.88 = +0.12$.</li> <li>По $z_2$: $0 - \pi(a_2) = -0.12$.</li> </ul> <p>$$ \nabla_z \log \pi(a_1) = [+0.12, \, -0.12] $$</p>	Лекция_26	Билет_24_Policy_Gradient_REINFORCE
<b>Задача 2. Расчет PPO-Clip лосса</b><br><p>Преимущество $A_t = +5.0$. Старая вероятность $\pi_{\text{old}} = 0.2$, новая вероятность $\pi_\theta = 0.3$. Параметр клиппинга $\epsilon = 0.2$. Найдите значение $L^{\text{CLIP}}$.</p>	<p>1. Отношение вероятностей: $r_t(\theta) = \frac{0.3}{0.2} = 1.5$.</p> <p>2. Клиппинг: $\text{clip}(1.5, 1 - 0.2, 1 + 0.2) = \text{clip}(1.5, 0.8, 1.2) = 1.2$.</p> <p>3. Неклиппированное слагаемое: $r_t A_t = 1.5 \cdot 5.0 = 7.5$.</p> <p>4. Клиппированное слагаемое: $\text{clip} \cdot A_t = 1.2 \cdot 5.0 = 6.0$.</p> <p>$$ L^{\text{CLIP}} = \min(7.5, 6.0) = 6.0 $$</p> <p>Клиппинг ограничил чрезмерный рост лосса.</p>	Лекция_26	Билет_24_Policy_Gradient_REINFORCE
<b>Задача 3. Расчет преимущества (Advantage)</b><br><p>В состоянии $s$ ценность $V(s) = 8.0$. Действие $a$ привело к фактическому доходу $G = 12.0$. Чему равен Advantage $A(s, a)$ и к чему приведет шаг обновления?</p>	<p>$$ A(s, a) = G - V(s) = 12.0 - 8.0 = +4.0 $$</p> <p>Так как Advantage положителен ($+4.0$), шаг градиентного подъема <strong>увеличит вероятность</strong> выбора действия $a$ в состоянии $s$.</p>	Лекция_26	Билет_24_Policy_Gradient_REINFORCE
<b>Задача 4. Отношение вероятностей при ухудшении действия</b><br><p>Преимущество действия отрицательно: $A_t = -3.0$. Новая вероятность действия упала: $r_t = 0.5$. Порог $\epsilon = 0.2$. Чему равен $L^{\text{CLIP}}$?</p>	<p>1. $r_t A_t = 0.5 \cdot (-3.0) = -1.5$.</p> <p>2. Клиппинг: $\text{clip}(0.5, 0.8, 1.2) = 0.8$.</p> <p>3. $\text{clip} \cdot A_t = 0.8 \cdot (-3.0) = -2.4$.</p> <p>$$ L^{\text{CLIP}} = \min(-1.5, -2.4) = -2.4 $$</p>	Лекция_26	Билет_24_Policy_Gradient_REINFORCE
<b>Задача 5. Шаг алгоритма CEM</b><br><p>Популяция из 4 параметров $\theta \in \mathbb{R}$: $[1.0, 3.0, 7.0, 9.0]$ показала награды $[10, 5, 50, 40]$. Отбираем топ-50% элиты. Найдите новые параметры распределения $\mu_{\text{new}}$ и $\sigma_{\text{new}}$.</p>	<p>1. Топ-50% лучших (2 индивида): $\theta = 7.0$ (награда 50) и $\theta = 9.0$ (награда 40).</p> <p>2. Новое среднее: $\mu_{\text{new}} = \frac{7.0 + 9.0}{2} = 8.0$.</p> <p>3. Новое стандартное отклонение: $\sigma_{\text{new}} = \sqrt{\frac{(7-8)^2 + (9-8)^2}{2}} = \sqrt{\frac{1 + 1}{2}} = 1.0$.</p>	Лекция_26	Билет_24_Policy_Gradient_REINFORCE
<b>Задача 6. Непрерывные действия (Gaussian Policy)</b><br><p>Стратегия выдает $a \sim \mathcal{N}(\mu_\theta(s), \sigma^2)$. Формула плотности: $\log \pi(a|s) = -\frac{(a - \mu)^2}{2\sigma^2} - \log(\sigma\sqrt{2\pi})$. Найдите производную $\frac{\partial \log \pi}{\partial \mu}$.</p>	<p>$$ \frac{\partial \log \pi(a \mid s)}{\partial \mu} = \frac{a - \mu}{\sigma^2} $$</p> <p>Если сэмплированное действие $a > \mu$ и принесло положительный доход $G_t > 0$, градиент сдвигает среднее $\mu$ вправо (в сторону действия $a$).</p>	Лекция_26	Билет_24_Policy_Gradient_REINFORCE
<b>Задача 1. Ручной расчет Advantage в Actor-Critic</b><br><p>Состояние $s_t$: Критик выдал $V(s_t) = 10.0$. Агент сделал шаг, получил награду $r = 3.0$ и перешел в $s_{t+1}$ ($V(s_{t+1}) = 12.0$). Коэффициент $\gamma = 0.9$. Найдите TD-ошибку $\delta_t$ и значение Advantage.</p>	<p>1. TD-мишень: $y = r + \gamma V(s_{t+1}) = 3.0 + 0.9 \cdot 12.0 = 3.0 + 10.8 = 13.8$.</p> <p>2. TD-ошибка / Advantage: $\delta_t = y - V(s_t) = 13.8 - 10.0 = +3.8$.</p> <p>Действие оказалось на $3.8$ балла лучше среднего ожидания Критика.</p>	Лекция_27	Билет_25_Value-based_vs_Policy-based_Actor-Critic
<b>Задача 2. Расчет энтропии для двух исходов</b><br><p>Стратегия выдает вероятности двух действий: $\pi(a_1) = 0.5, \pi(a_2) = 0.5$. Другая стратегия: $\pi(a_1) = 0.9, \pi(a_2) = 0.1$. Чему равна энтропия Шеннона $\mathcal{H} = -\sum p_i \ln p_i$ для обеих стратегий?</p>	<p>1. Для $[0.5, 0.5]$:</p> <p>$$ \mathcal{H}_1 = -(0.5 \ln 0.5 + 0.5 \ln 0.5) = -\ln 0.5 = \ln 2 \approx 0.693 \quad (\text{Максимальная энтропия}) $$</p> <p>2. Для $[0.9, 0.1]$:</p> <p>$$ \mathcal{H}_2 = -(0.9 \ln 0.9 + 0.1 \ln 0.1) \approx -(0.9 \cdot (-0.105) + 0.1 \cdot (-2.302)) = 0.0945 + 0.2302 = 0.325 $$</p>	Лекция_27	Билет_25_Value-based_vs_Policy-based_Actor-Critic
<b>Задача 3. Расчет GAE на 2 шагах</b><br><p>Последовательность TD-ошибок: $\delta_0 = 2.0, \delta_1 = 4.0$. Параметры: $\gamma = 0.9, \lambda = 0.8$. Найдите $\hat{A}_0^{\text{GAE}}$.</p>	<p>Формула: $\hat{A}_0 = \delta_0 + (\gamma \lambda) \delta_1$.</p> <p>$$ \gamma \lambda = 0.9 \cdot 0.8 = 0.72 $$</p> <p>$$ \hat{A}_0 = 2.0 + 0.72 \cdot 4.0 = 2.0 + 2.88 = 4.88 $$</p>	Лекция_27	Билет_25_Value-based_vs_Policy-based_Actor-Critic
<b>Задача 4. Градиент детерминированного Актёра в DDPG</b><br><p>Скалярное действие $a = \mu_\theta(s) = 3.0$. Критик оценивает $Q(s, a) = -(a - 5)^2 + 10$. Производная сети Актёра по весам $\nabla_\theta \mu = 2.0$. Найдите градиент оптимизации весов $\nabla_\theta J$.</p>	<p>1. Производная Критика по действию в точке $a=3.0$:</p> <p>$$ \frac{\partial Q}{\partial a} = -2(a - 5) = -2(3 - 5) = +4.0 $$</p> <p>2. По формуле DPG:</p> <p>$$ \nabla_\theta J = \frac{\partial Q}{\partial a} \cdot \nabla_\theta \mu = 4.0 \cdot 2.0 = 8.0 $$</p> <p>Градиент подталкивает Актёра увеличивать выдаваемое значение $a$ в сторону оптимума $a=5$.</p>	Лекция_27	Билет_25_Value-based_vs_Policy-based_Actor-Critic
<b>Задача 5. Clipped Double-Q трюк в SAC</b><br><p>В состоянии $s'$ при сэмплированном действии $a'$ первый Критик выдал $Q_1(s', a') = 25.0$, второй Критик — $Q_2(s', a') = 18.0$. Награда $r = 2.0$, $\gamma = 0.9$, энтропийная добавка $\alpha \mathcal{H} = 0.0$. Какое значение Q будет использовано для TD-мишени?</p>	<p>В SAC берется строгий минимум двух Q-сетей:</p> <p>$$ Q_{\text{target}} = \min(25.0, 18.0) = 18.0 $$</p> <p>TD-мишень: $y = 2.0 + 0.9 \cdot 18.0 = 2.0 + 16.2 = 18.2$.</p>	Лекция_27	Билет_25_Value-based_vs_Policy-based_Actor-Critic
<b>Задача 6. Сравнение Sample Efficiency</b><br><p>Почему алгоритм SAC требует в 10–50 раз меньше реальных шагов в среде робота, чем алгоритм PPO?</p>	<p><strong>SAC является Off-policy алгоритмом:</strong> он сохраняет весь прошлый опыт в Replay Buffer и многократно переобучает сети на старых данных. <strong>PPO является On-policy алгоритмом:</strong> он обязан собирать свежие траектории текущей стратегией и выбрасывать данные после нескольких эпох обновления, требуя постоянного сбора нового опыта.</p>	Лекция_27	Билет_25_Value-based_vs_Policy-based_Actor-Critic
